pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
1,9,130,2,0,
1,9,133,2,0,
1,9,148,4,0,
1,9,156,4,0,
1,9,164,4,0,
1,9,173,3,0,
1,9,174,2,0,
1,9,182,4,0,
1,9,188,4,0,
1,9,189,3,0,
1,9,202,4,0,
1,9,203,4,0,
1,9,204,2,0,
1,9,207,4,0,
1,9,210,3,0,
1,9,213,4,0,
1,9,214,4,0,
1,9,216,4,0,
1,9,218,4,0,
1,9,219,2,0,
1,9,230,1,21,
1,9,235,1,33,
1,9,235,3,0,
1,9,237,4,0,
1,9,241,4,0,
1,9,249,4,0,
1,9,263,4,0,
1,9,267,2,0,
1,9,275,2,0,
1,9,282,3,0,
1,9,290,4,0,
1,9,320,2,0,
1,9,331,4,0,
1,9,345,2,0,
1,9,363,4,0,
1,9,388,1,31,
1,9,402,1,37,
1,9,402,3,0,
1,9,412,4,0,
1,9,437,2,0,
1,9,445,4,0,
1,9,447,4,0,
1,10,14,4,0,
1,10,15,4,0,
1,10,22,1,9,
1,10,29,3,0,
1,10,33,1,1,
1,10,36,1,15,
1,10,38,1,27,
1,10,45,1,3,
1,10,70,4,0,
1,10,73,1,7,
1,10,74,1,25,
1,10,75,1,19,
1,10,76,4,0,
1,10,77,1,13,1
1,10,79,1,13,2
1,10,80,2,0,
1,10,81,3,0,
1,10,92,4,0,
1,10,104,4,0,
1,10,113,2,0,
1,10,124,2,0,
1,10,130,2,0,
1,10,133,2,0,
1,10,148,4,0,
1,10,156,4,0,
1,10,164,4,0,
1,10,173,3,0,
1,10,174,2,0,
1,10,182,4,0,
1,10,188,4,0,
1,10,189,3,0,
1,10,202,4,0,
1,10,203,4,0,
1,10,204,2,0,
1,10,207,4,0,
1,10,210,3,0,
1,10,213,4,0,
1,10,214,4,0,
1,10,216,4,0,
1,10,218,4,0,
1,10,219,2,0,
1,10,230,1,21,
1,10,235,1,33,
1,10,235,3,0,
1,10,237,4,0,
1,10,241,4,0,
1,10,249,4,0,
1,10,263,4,0,
1,10,267,2,0,
1,10,275,2,0,
1,10,282,3,0,
1,10,290,4,0,
1,10,320,2,0,
1,10,331,4,0,
1,10,345,2,0,
1,10,363,4,0,
1,10,388,1,31,
1,10,388,3,0,
1,10,402,1,37,
1,10,402,3,0,
1,10,412,4,0,
1,10,437,2,0,
1,10,438,2,0,
1,10,445,4,0,
1,10,447,4,0,
1,11,14,4,0,
1,11,15,4,0,
1,11,22,1,9,
1,11,33,1,1,
1,11,36,1,15,
1,11,38,1,27,
1,11,45,1,3,
1,11,70,4,0,
1,11,73,1,7,
1,11,74,1,25,
1,11,75,1,19,
1,11,76,4,0,
1,11,77,1,13,1
1,11,79,1,13,2
1,11,80,2,0,
1,11,92,4,0,
1,11,104,4,0,
1,11,113,4,0,
1,11,124,2,0,
1,11,130,2,0,
1,11,133,2,0,
1,11,148,4,0,
1,11,156,4,0,
1,11,164,4,0,
1,11,174,2,0,
1,11,182,4,0,
1,11,188,4,0,
1,11,202,2,0,
1,11,203,2,0,
1,11,204,2,0,
1,11,207,4,0,
1,11,213,4,0,
1,11,216,4,0,
1,11,218,4,0,
1,11,219,4,0,
1,11,230,1,21,
1,11,235,1,33,
1,11,237,4,0,
1,11,241,4,0,
1,11,249,4,0,
1,11,263,4,0,
1,11,267,2,0,
1,11,275,2,0,
1,11,320,2,0,
1,11,345,2,0,
1,11,388,1,31,
1,11,402,1,37,
1,11,412,4,0,
1,11,437,2,0,
1,11,438,2,0,
1,11,447,4,0,
1,11,474,4,0,
1,11,496,4,0,
1,11,497,4,0,
1,11,520,3,0,
1,12,15,4,0,
1,12,22,1,10,
1,12,33,1,1,
1,12,45,1,4,
1,12,70,4,0,
1,12,73,1,7,
1,12,74,1,32,
1,12,75,1,20,
1,12,76,1,46,
1,12,76,4,0,
1,12,77,1,15,1
1,12,79,1,15,2
1,12,92,4,0,
1,12,104,4,0,
1,12,148,4,0,
1,12,156,4,0,
1,12,182,4,0,
1,12,188,4,0,
1,12,202,4,0,
1,12,213,4,0,
1,12,216,4,0,
1,12,218,4,0,
1,12,230,1,25,
1,12,235,1,39,
1,12,237,4,0,
1,12,241,4,0,
1,12,249,4,0,
1,12,263,4,0,
1,12,290,4,0,
1,12,331,4,0,
1,13,15,4,0,
1,13,22,1,10,
1,13,33,1,1,
1,13,34,3,0,
1,13,38,3,0,
1,13,45,1,4,
1,13,70,4,0,
1,13,73,1,7,
1,13,74,1,32,
1,13,75,1,20,
1,13,76,1,46,
1,13,76,4,0,
1,13,77,1,15,1
1,13,79,1,15,2
1,13,92,4,0,
1,13,102,3,0,
1,13,104,4,0,
1,13,148,4,0,
1,13,156,4,0,
1,13,164,3,0,
1,13,182,4,0,
1,13,188,4,0,
1,13,202,4,0,
1,13,207,3,0,
1,13,213,4,0,
1,13,216,4,0,
1,13,218,4,0,
1,13,230,1,25,
1,13,235,1,39,
1,13,237,4,0,
1,13,241,4,0,
1,13,249,4,0,
1,13,263,4,0,
1,13,290,4,0,
1,13,331,4,0,
1,14,14,4,0,
1,14,15,4,0,
1,14,20,3,0,
1,14,22,1,9,
1,14,33,1,1,
1,14,36,1,15,
1,14,38,1,27,
1,14,45,1,3,
1,14,70,4,0,
1,14,73,1,7,
1,14,74,1,25,
1,14,75,1,19,
1,14,76,4,0,
1,14,77,1,13,1
1,14,79,1,13,2
1,14,80,2,0,
1,14,92,4,0,
1,14,104,4,0,
1,14,113,4,0,
1,14,124,2,0,
1,14,130,2,0,
1,14,133,2,0,
1,14,148,4,0,
1,14,156,4,0,
1,14,164,4,0,
1,14,173,3,0,
1,14,174,2,0,
1,14,182,4,0,
1,14,188,4,0,
1,14,202,2,0,
1,14,202,3,0,
1,14,203,2,0,
1,14,204,2,0,
1,14,207,4,0,
1,14,213,4,0,
1,14,214,3,0,
1,14,216,4,0,
1,14,218,4,0,
1,14,219,4,0,
1,14,230,1,21,
1,14,235,1,33,
1,14,235,3,0,
1,14,237,4,0,
1,14,241,4,0,
1,14,249,4,0,
1,14,263,4,0,
1,14,267,2,0,
1,14,275,2,0,
1,14,282,3,0,
1,14,320,2,0,
1,14,345,2,0,
1,14,388,1,31,
1,14,388,3,0,
1,14,402,1,37,
1,14,402,3,0,
1,14,412,4,0,
1,14,437,2,0,
1,14,438,2,0,
1,14,447,4,0,
1,14,474,4,0,
1,14,496,4,0,
1,14,497,4,0,
1,14,520,3,0,
1,15,14,4,0,
1,15,15,4,0,
1,15,22,1,9,
1,15,33,1,1,
1,15,36,1,15,
1,15,38,1,27,
1,15,45,1,3,
1,15,70,4,0,
1,15,73,1,7,
1,15,74,1,25,
1,15,75,1,19,
1,15,76,4,0,
1,15,77,1,13,1
1,15,79,1,13,2
1,15,80,2,0,
1,15,92,4,0,
1,15,104,4,0,
1,15,113,4,0,
1,15,124,2,0,
1,15,130,2,0,
1,15,133,2,0,
1,15,148,4,0,
1,15,156,4,0,
1,15,164,4,0,
1,15,174,2,0,
1,15,182,4,0,
1,15,188,4,0,
1,15,202,2,0,
1,15,203,2,0,
1,15,204,2,0,
1,15,207,4,0,
1,15,213,4,0,
1,15,214,4,0,
1,15,216,4,0,
1,15,218,4,0,
1,15,219,4,0,
1,15,230,1,21,
1,15,235,1,33,
1,15,237,4,0,
1,15,241,4,0,
1,15,249,4,0,
1,15,263,4,0,
1,15,267,2,0,
1,15,267,4,0,
1,15,275,2,0,
1,15,320,2,0,
1,15,345,2,0,
1,15,388,1,31,
1,15,402,1,37,
1,15,412,4,0,
1,15,437,2,0,
1,15,438,2,0,
1,15,447,4,0,
1,15,474,4,0,
1,15,496,4,0,
1,15,497,4,0,
1,15,520,3,0,
1,15,580,2,0,
1,15,590,4,0,
1,16,14,4,0,
1,16,15,4,0,
1,16,20,3,0,
1,16,22,1,9,1
1,16,33,1,1,1
1,16,36,1,15,1
1,16,38,1,27,1
1,16,45,1,3,1
1,16,70,4,0,
1,16,73,1,7,1
1,16,74,1,25,1
1,16,75,1,19,1
1,16,76,4,0,
1,16,77,1,13,1
1,16,79,1,13,2
1,16,80,2,0,
1,16,92,4,0,
1,16,104,4,0,
1,16,113,4,0,
1,16,124,2,0,
1,16,130,2,0,
1,16,133,2,0,
1,16,148,4,0,
1,16,156,4,0,
1,16,164,4,0,
1,16,173,3,0,
1,16,174,2,0,
1,16,182,4,0,
1,16,188,4,0,
1,16,202,2,0,
1,16,202,3,0,
1,16,203,2,0,
1,16,204,2,0,
1,16,207,4,0,
1,16,213,4,0,
1,16,214,4,0,
1,16,216,4,0,
1,16,218,4,0,
1,16,219,4,0,
1,16,230,1,21,1
1,16,235,1,33,1
1,16,235,3,0,
1,16,237,4,0,
1,16,241,4,0,
1,16,249,4,0,
1,16,263,4,0,
1,16,267,2,0,
1,16,267,4,0,
1,16,275,2,0,
1,16,282,3,0,
1,16,290,4,0,
1,16,320,2,0,
1,16,345,2,0,
1,16,388,1,31,1
1,16,388,3,0,
1,16,402,1,37,1
1,16,402,3,0,
1,16,412,4,0,
1,16,437,2,0,
1,16,438,2,0,
1,16,447,4,0,
1,16,474,4,0,
1,16,496,4,0,
1,16,497,4,0,
1,16,520,3,0,
1,16,580,2,0,
1,16,590,4,0,
1,17,14,4,0,
1,17,22,1,7,
1,17,22,1,9,
1,17,33,1,1,
1,17,36,1,15,
1,17,38,1,27,
1,17,45,1,3,
1,17,74,1,25,
1,17,75,1,19,
1,17,76,4,0,
1,17,77,1,13,1
1,17,79,1,13,2
1,17,80,2,0,
1,17,92,4,0,
1,17,104,4,0,
1,17,113,4,0,
1,17,124,2,0,
1,17,130,2,0,
1,17,133,2,0,
1,17,156,4,0,
1,17,164,4,0,
1,17,174,2,0,
1,17,182,4,0,
1,17,188,4,0,
1,17,202,2,0,
1,17,203,2,0,
1,17,204,2,0,
1,17,207,4,0,
1,17,213,4,0,
1,17,214,4,0,
1,17,216,4,0,
1,17,218,4,0,
1,17,219,4,0,
1,17,230,1,21,
1,17,235,1,33,
1,17,237,4,0,
1,17,241,4,0,
1,17,263,4,0,
1,17,267,2,0,
1,17,267,4,0,
1,17,275,2,0,
1,17,320,2,0,
1,17,345,2,0,
1,17,388,1,31,
1,17,402,1,37,
1,17,412,4,0,
1,17,437,2,0,
1,17,438,2,0,
1,17,447,4,0,
1,17,474,4,0,
1,17,496,4,0,
1,17,497,4,0,
1,17,520,3,0,
1,17,526,4,0,
1,17,580,2,0,
1,17,590,4,0,
1,18,14,4,0,
1,18,22,1,9,
1,18,33,1,1,
1,18,36,1,15,
1,18,38,1,27,
1,18,45,1,3,
1,18,73,1,7,
1,18,74,1,25,
1,18,75,1,19,
1,18,76,4,0,
1,18,77,1,13,1
1,18,79,1,13,2
1,18,80,2,0,
1,18,92,4,0,
1,18,104,4,0,
1,18,113,4,0,
1,18,124,2,0,
1,18,130,2,0,
1,18,133,2,0,
1,18,156,4,0,
1,18,164,4,0,
1,18,174,2,0,
1,18,182,4,0,
1,18,188,4,0,
1,18,202,2,0,
1,18,203,2,0,
1,18,204,2,0,
1,18,207,4,0,
1,18,213,4,0,
1,18,214,4,0,
1,18,216,4,0,
1,18,218,4,0,
1,18,219,4,0,
1,18,230,1,21,
1,18,235,1,33,
1,18,237,4,0,
1,18,241,4,0,
1,18,263,4,0,
1,18,267,2,0,
1,18,267,4,0,
1,18,275,2,0,
1,18,320,2,0,
1,18,345,2,0,
1,18,388,1,31,
1,18,402,1,37,
1,18,412,4,0,
1,18,437,2,0,
1,18,438,2,0,
1,18,447,4,0,
1,18,474,4,0,
1,18,496,4,0,
1,18,497,4,0,
1,18,520,3,0,
1,18,526,4,0,
1,18,580,2,0,
1,18,590,4,0,
2,1,14,4,0,
2,1,15,4,0,
2,1,22,1,13,
2,1,33,1,1,1
2,1,34,4,0,
2,1,36,4,0,
2,1,38,4,0,
2,1,45,1,1,2
2,1,72,4,0,
2,1,73,1,1,3
2,1,73,1,7,
2,1,74,1,38,
2,1,75,1,30,
2,1,76,1,54,
2,1,76,4,0,
2,1,77,1,22,
2,1,79,1,46,
2,1,92,4,0,
2,1,99,4,0,
2,1,102,4,0,
2,1,104,4,0,
2,1,115,4,0,
2,1,117,4,0,
2,1,156,4,0,
2,1,164,4,0,
2,2,14,4,0,
2,2,15,4,0,
2,2,22,1,13,
2,2,33,1,1,1
2,2,34,4,0,
2,2,36,4,0,
2,2,38,4,0,
2,2,45,1,1,2
2,2,72,4,0,
2,2,73,1,1,3
2,2,73,1,7,
2,2,74,1,38,
2,2,75,1,30,
2,2,76,1,54,
2,2,76,4,0,
2,2,77,1,22,
2,2,79,1,46,
2,2,92,4,0,
2,2,99,4,0,
2,2,102,4,0,
2,2,104,4,0,
2,2,115,4,0,
2,2,117,4,0,
2,2,156,4,0,
2,2,164,4,0,
2,3,15,4,0,
2,3,22,1,10,
2,3,29,4,0,
2,3,33,1,1,1
2,3,45,1,1,2
2,3,45,1,4,
2,3,73,1,1,3
2,3,73,1,7,
2,3,74,1,38,
2,3,75,1,22,
2,3,76,1,56,
2,3,76,4,0,
2,3,77,1,15,
2,3,79,1,15,4
2,3,92,4,0,
2,3,104,4,0,
2,3,111,4,0,
2,3,148,4,0,
2,3,156,4,0,
2,3,173,4,0,
2,3,174,4,0,
2,3,182,4,0,
2,3,189,4,0,
2,3,202,4,0,
2,3,203,4,0,
2,3,207,4,0,
2,3,210,4,0,
2,3,213,4,0,
2,3,214,4,0,
2,3,216,4,0,
2,3,218,4,0,
2,3,230,1,29,
2,3,230,4,0,
2,3,235,1,47,
2,3,237,4,0,
2,3,241,4,0,
2,4,15,4,0,
2,4,22,1,10,
2,4,29,4,0,
2,4,33,1,1,1
2,4,45,1,1,2
2,4,45,1,4,
2,4,73,1,1,3
2,4,73,1,7,
2,4,74,1,38,
2,4,75,1,22,
2,4,76,1,56,
2,4,76,4,0,
2,4,77,1,15,
2,4,79,1,15,4
2,4,92,4,0,
2,4,104,4,0,
2,4,111,4,0,
2,4,148,4,0,
2,4,156,4,0,
2,4,173,4,0,
2,4,174,4,0,
2,4,182,4,0,
2,4,189,4,0,
2,4,202,4,0,
2,4,203,4,0,
2,4,207,4,0,
2,4,210,4,0,
2,4,213,4,0,
2,4,214,4,0,
2,4,216,4,0,
2,4,218,4,0,
2,4,230,1,29,
2,4,230,4,0,
2,4,235,1,47,
2,4,237,4,0,
2,4,241,4,0,
2,5,15,4,0,
2,5,22,1,10,
2,5,33,1,1,1
2,5,45,1,1,2
2,5,45,1,4,
2,5,70,4,0,
2,5,73,1,1,3
2,5,73,1,7,
2,5,74,1,38,
2,5,75,1,22,
2,5,76,1,56,
2,5,76,4,0,
2,5,77,1,15,
2,5,79,1,15,4
2,5,92,4,0,
2,5,104,4,0,
2,5,148,4,0,
2,5,156,4,0,
2,5,182,4,0,
2,5,188,4,0,
2,5,202,4,0,
2,5,213,4,0,
2,5,216,4,0,
2,5,218,4,0,
2,5,230,1,29,
2,5,235,1,47,
2,5,237,4,0,
2,5,241,4,0,
2,5,249,4,0,
2,5,263,4,0,
2,5,290,4,0,
2,5,331,4,0,
2,6,14,3,0,
2,6,15,4,0,
2,6,22,1,10,
2,6,33,1,1,1
2,6,34,3,0,
2,6,38,3,0,
2,6,45,1,1,2
2,6,45,1,4,
2,6,70,4,0,
2,6,73,1,1,3
2,6,73,1,7,
2,6,74,1,38,
2,6,75,1,22,
2,6,76,1,56,
2,6,76,4,0,
2,6,77,1,15,
2,6,79,1,15,4
2,6,92,4,0,
2,6,102,3,0,
2,6,104,4,0,
2,6,111,3,0,
2,6,148,4,0,
2,6,156,4,0,
2,6,164,3,0,
2,6,173,3,0,
2,6,182,4,0,
2,6,188,4,0,
2,6,189,3,0,
2,6,202,4,0,
2,6,203,3,0,
2,6,207,3,0,
2,6,210,3,0,
2,6,213,4,0,
2,6,214,3,0,
2,6,216,4,0,
2,6,218,4,0,
2,6,230,1,29,
2,6,235,1,47,
2,6,237,4,0,
2,6,241,4,0,
2,6,249,4,0,
2,6,263,4,0,
2,6,290,4,0,
2,6,331,4,0,
2,7,14,3,0,
2,7,15,4,0,
2,7,22,1,10,
2,7,33,1,1,1
2,7,34,3,0,
2,7,38,3,0,
2,7,45,1,1,2
2,7,45,1,4,
2,7,70,4,0,
2,7,73,1,1,3
2,7,73,1,7,
2,7,74,1,38,
2,7,75,1,22,
2,7,76,1,56,
2,7,76,4,0,
2,7,77,1,15,
2,7,79,1,15,4
2,7,92,4,0,
2,7,102,3,0,
2,7,104,4,0,
2,7,148,4,0,
2,7,156,4,0,
2,7,164,3,0,
2,7,182,4,0,
2,7,188,4,0,
2,7,202,4,0,
2,7,213,4,0,
2,7,216,4,0,
2,7,218,4,0,
2,7,230,1,29,
2,7,235,1,47,
2,7,237,4,0,
2,7,241,4,0,
2,7,249,4,0,
2,7,263,4,0,
2,7,290,4,0,
2,7,331,4,0,
2,8,14,4,0,
2,8,15,4,0,
2,8,22,1,9,
2,8,33,1,1,1
2,8,36,1,15,
2,8,38,1,31,
2,8,45,1,1,2
2,8,45,1,3,
2,8,70,4,0,
2,8,73,1,1,3
2,8,73,1,7,
2,8,74,1,28,
2,8,75,1,20,
2,8,76,1,44,
2,8,76,4,0,
2,8,77,1,13,1
2,8,79,1,13,2
2,8,92,4,0,
2,8,104,4,0,
2,8,148,4,0,
2,8,156,4,0,
2,8,164,4,0,
2,8,182,4,0,
2,8,188,4,0,
2,8,202,4,0,
2,8,203,4,0,
2,8,207,4,0,
2,8,213,4,0,
2,8,214,4,0,
2,8,216,4,0,
2,8,218,4,0,
2,8,230,1,23,
2,8,235,1,39,
2,8,237,4,0,
2,8,241,4,0,
2,8,249,4,0,
2,8,263,4,0,
2,8,290,4,0,
2,8,331,4,0,
2,8,363,4,0,
2,8,388,1,36,
2,8,412,4,0,
2,8,445,4,0,
2,8,447,4,0,
2,9,14,4,0,
2,9,15,4,0,
2,9,22,1,9,
2,9,33,1,1,1
2,9,36,1,15,
2,9,38,1,31,
2,9,45,1,1,2
2,9,45,1,3,
2,9,70,4,0,
2,9,73,1,1,3
2,9,73,1,7,
2,9,74,1,28,
2,9,75,1,20,
2,9,76,1,44,
2,9,76,4,0,
2,9,77,1,13,1
2,9,79,1,13,2
2,9,92,4,0,
2,9,104,4,0,
2,9,148,4,0,
2,9,156,4,0,
2,9,164,4,0,
2,9,173,3,0,
2,9,182,4,0,
2,9,188,4,0,
2,9,189,3,0,
2,9,202,4,0,
2,9,203,4,0,
2,9,207,4,0,
2,9,210,3,0,
2,9,213,4,0,
2,9,214,4,0,
2,9,216,4,0,
2,9,218,4,0,
2,9,230,1,23,
2,9,235,1,39,
2,9,235,3,0,
2,9,237,4,0,
2,9,241,4,0,
2,9,249,4,0,
2,9,263,4,0,
2,9,282,3,0,
2,9,290,4,0,
2,9,331,4,0,
2,9,363,4,0,
2,9,388,1,36,
2,9,402,3,0,
2,9,412,4,0,
2,9,445,4,0,
2,9,447,4,0,
2,10,14,4,0,
2,10,15,4,0,
2,10,22,1,9,
2,10,29,3,0,
2,10,33,1,1,1
2,10,36,1,15,
2,10,38,1,31,
2,10,45,1,1,2
2,10,45,1,3,
2,10,70,4,0,
2,10,73,1,1,3
2,10,73,1,7,
2,10,74,1,28,
2,10,75,1,20,
2,10,76,1,44,
2,10,76,4,0,
2,10,77,1,13,1
2,10,79,1,13,2
2,10,81,3,0,
2,10,92,4,0,
2,10,104,4,0,
2,10,148,4,0,
2,10,156,4,0,
2,10,164,4,0,
2,10,173,3,0,
2,10,182,4,0,
2,10,188,4,0,
2,10,189,3,0,
2,10,202,4,0,
2,10,203,4,0,
2,10,207,4,0,
2,10,210,3,0,
2,10,213,4,0,
2,10,214,4,0,
2,10,216,4,0,
2,10,218,4,0,
2,10,230,1,23,
2,10,235,1,39,
2,10,235,3,0,
2,10,237,4,0,
2,10,241,4,0,
2,10,249,4,0,
2,10,263,4,0,
2,10,282,3,0,
2,10,290,4,0,
2,10,331,4,0,
2,10,363,4,0,
2,10,388,1,36,
2,10,388,3,0,
2,10,402,3,0,
2,10,412,4,0,
2,10,445,4,0,
2,10,447,4,0,
2,11,14,4,0,
2,11,15,4,0,
2,11,22,1,9,
2,11,33,1,1,1
2,11,36,1,15,
2,11,38,1,31,
2,11,45,1,1,2
2,11,45,1,3,
2,11,70,4,0,
2,11,73,1,1,3
2,11,73,1,7,
2,11,74,1,28,
2,11,75,1,20,
2,11,76,1,44,
2,11,76,4,0,
2,11,77,1,13,1
2,11,79,1,13,2
2,11,92,4,0,
